customer_id,order_id,order_date,order_value,channel
C00139,O0001546,2026-01-29,62.03,Store
C00237,O0000772,2026-04-29,46.38,Paid social
C00016,O0001261,2026-06-05,68.26,Email
C00306,O0000092,2025-09-14,64.84,Email
C00123,O0002074,2025-08-23,40.13,Email
C00156,O0002857,2026-01-03,88.09,Email
C00165,O0000713,2025-06-28,64.36,Organic
C00172,O0003558,2025-07-06,33.14,Store
C00528,O0001213,2025-04-06,395.59,Store
C00187,O0000444,2025-07-05,38.34,Paid social
C00110,O0001164,2026-02-01,72.94,Organic
C00167,O0002972,2025-10-31,60.52,Store
C00185,O0001034,2025-08-30,39.3,Organic
C00178,O0001188,2025-12-16,52.23,Store
C00578,O0000479,2026-04-14,727.86,Store
C00217,O0004028,2026-05-04,115.76,Paid social
C00430,O0001854,2025-07-16,23.95,Organic
C00276,O0002135,2026-03-18,73.35,Store
C00015,O0000920,2026-06-10,107.04,Paid social
C00256,O0000426,2026-05-11,105.05,Organic
C00141,O0002465,2026-03-05,160.65,Email
C00313,O0000061,2025-07-29,39.9,Organic
C00371,O0000488,2025-02-03,48.72,Store
C00587,O0003997,2025-11-28,396.42,Store
C00002,O0000777,2025-09-18,48.75,Email
C00061,O0002178,2026-06-25,17.34,Organic
C00101,O0001743,2026-03-28,82.66,Email
C00067,O0003905,2026-02-23,77.89,Paid social
C00596,O0002818,2026-02-10,162.41,Organic
C00034,O0003768,2025-08-13,113.57,Email
C00122,O0000013,2026-01-06,103.76,Email
C00223,O0002845,2026-04-21,128.86,Paid social
C00157,O0001868,2026-04-24,63.2,Email
C00130,O0003143,2026-05-20,42.06,Store
C00309,O0002657,2025-06-14,42.55,Paid social
C00473,O0001363,2025-07-07,68.75,Email
C00148,O0002984,2025-10-17,96.82,Store
C00228,O0002708,2026-03-18,256.04,Store
C00205,O0001780,2025-05-28,57.8,Paid social
C00019,O0001685,2025-12-13,119.91,Paid social
C00024,O0000300,2026-01-20,42.08,Store
C00214,O0001934,2026-04-18,75.0,Paid social
C00432,O0000529,2024-10-25,22.05,Organic
C00116,O0000222,2025-09-16,50.71,Email
C00260,O0004016,2025-04-19,76.41,Email
C00247,O0000339,2025-09-14,38.59,Paid social
C00146,O0001388,2026-03-31,93.18,Email
C00007,O0001480,2026-02-04,84.32,Email
C00014,O0002995,2025-07-26,49.79,Email
C00159,O0001650,2026-05-09,145.53,Email
C00147,O0002890,2025-07-16,100.41,Email
C00326,O0003321,2026-05-23,55.15,Paid social
C00032,O0001772,2025-10-08,34.44,Paid social
C00106,O0002188,2025-12-18,110.0,Store
C00497,O0002142,2025-04-14,304.07,Store
C00091,O0002123,2026-01-18,61.22,Email
C00188,O0003271,2025-12-03,25.5,Organic
C00332,O0001318,2025-01-12,55.11,Organic
C00578,O0000477,2025-07-20,414.58,Store
C00174,O0000372,2025-11-12,70.69,Email
C00301,O0001896,2025-11-10,115.48,Paid social
C00436,O0004257,2025-11-20,7.72,Paid social
C00184,O0001042,2025-08-20,71.57,Organic
C00007,O0001470,2025-07-25,47.19,Email
C00176,O0000636,2025-08-09,65.48,Paid social
C00035,O0002686,2026-06-03,114.9,Organic
C00168,O0003335,2026-05-18,71.53,Email
C00253,O0003870,2026-05-27,35.13,Paid social
C00107,O0002101,2025-12-12,59.65,Email
C00420,O0003732,2025-10-22,77.22,Store
C00462,O0001452,2026-04-22,72.41,Unknown
C00510,O0002111,2026-04-07,256.31,Organic
C00233,O0003099,2025-12-23,46.23,Paid social
C00215,O0001580,2025-09-08,47.48,Store
C00491,O0001823,2025-06-21,435.77,Organic
C00273,O0003581,2025-06-12,34.71,Store
C00525,O0002688,2025-05-19,525.82,Store
C00037,O0003058,2025-06-26,86.56,Email
C00192,O0001801,2025-08-19,74.66,Paid social
C00077,O0000684,2026-02-08,70.09,Store
C00116,O0000217,2025-07-22,73.62,Email
C00306,O0000093,2026-02-28,44.14,Email
C00080,O0003967,2026-06-14,59.92,Email
C00117,O0004131,2026-01-10,74.54,Organic
C00570,O0002131,2025-12-26,465.32,Organic
C00124,O0003305,2026-01-24,66.96,Organic
C00038,O0000987,2026-02-17,76.36,Organic
C00060,O0003356,2026-06-03,50.0,Store
C00085,O0000248,2026-01-09,53.35,Email
C00021,O0003493,2026-04-04,71.02,Store
C00312,O0004021,2025-05-30,50.3,Paid social
C00157,O0001863,2026-01-02,52.33,Email
C00312,O0004022,2025-12-02,60.88,Paid social
C00558,O0000725,2026-05-03,766.42,Organic
C00026,O0004182,2026-01-31,88.21,Email
C00159,O0001649,2026-04-18,67.94,Email
C00022,O0000417,2026-03-07,53.83,Store
C00020,O0003826,2025-12-01,86.54,Organic
C00311,O0002668,2026-01-24,40.19,Paid social
C00042,O0001099,2025-08-06,66.06,Email
C00225,O0003249,2026-03-24,70.51,Store
C00053,O0002366,2026-02-26,91.62,Organic
C00435,O0003276,2025-11-19,232.76,Email
C00254,O0001059,2025-05-15,37.57,Email
C00140,O0003939,2026-01-11,102.0,Email
C00211,O0000159,2026-01-11,51.53,Store
C00076,O0003951,2026-01-04,90.65,Organic
C00443,O0000186,2025-08-24,31.68,Email
C00350,O0002546,2025-12-20,11.71,Organic
C00043,O0001664,2026-02-08,72.04,Email
C00072,O0000547,2025-09-17,108.47,Store
C00150,O0002641,2025-12-29,60.61,Email
C00068,O0003181,2025-07-13,53.06,Email
C00186,O0002881,2026-04-29,63.36,Store
C00231,O0000155,2026-05-27,52.46,Email
C00028,O0004225,2025-09-03,50.58,Email
C00355,O0001508,2025-02-23,8.56,Organic
C00487,O0001818,2026-03-20,332.47,Store
C00300,O0002284,2025-09-02,73.79,Email
C00078,O0004267,2025-08-30,20.8,Email
C00045,O0000129,2025-07-23,107.86,Store
C00165,O0000719,2025-12-28,118.47,Organic
C00040,O0000082,2026-05-21,67.67,Organic
C00217,O0004026,2025-05-06,220.07,Paid social
C00179,O0002577,2025-09-29,62.94,Organic
C00095,O0002011,2025-06-13,120.04,Email
C00174,O0000363,2025-06-17,64.15,Email
C00592,O0000692,2026-05-07,628.05,Store
C00080,O0003961,2025-12-21,59.67,Email
C00079,O0000735,2025-07-04,39.36,Organic
C00157,O0001871,2026-05-16,34.63,Email
C00063,O0000173,2026-01-07,135.68,Email
C00077,O0000681,2026-01-17,108.36,Store
C00103,O0001134,2025-11-21,46.13,Paid social
C00024,O0000302,2026-02-17,52.19,Store
C00086,O0003736,2025-11-15,82.9,Organic
C00230,O0003766,2026-04-29,21.44,Email
C00106,O0002184,2025-10-12,71.26,Store
C00236,O0000310,2025-06-09,57.17,Email
C00048,O0004115,2025-08-12,155.19,Email
C00395,O0000875,2025-08-08,68.86,Organic
C00152,O0001238,2025-11-18,97.21,Organic
C00563,O0000123,2025-10-26,303.44,Organic
C00029,O0004246,2025-11-19,57.06,Organic
C00239,O0003048,2025-06-10,14.97,Paid social
C00173,O0001955,2025-08-21,30.78,Store
C00036,O0001836,2025-12-23,75.06,Organic
C00438,O0003177,2024-11-13,68.29,Paid social
C00491,O0001826,2026-04-22,552.63,Organic
C00081,O0000862,2025-09-19,134.88,Email
C00143,O0002736,2025-06-25,66.98,Organic
C00211,O0000158,2025-10-05,40.28,Store
C00038,O0000981,2025-09-07,77.02,Organic
C00163,O0002324,2025-08-25,76.74,Store
C00509,O0003682,2026-03-27,196.62,Email
C00523,O0001762,2025-12-11,263.75,Store
C00128,O0001726,2025-12-19,157.23,Email
C00087,O0000587,2026-06-21,111.26,Email
C00454,O0001422,2024-11-12,23.38,Email
C00077,O0000679,2025-12-20,74.63,Store
C00500,O0002877,2026-06-30,617.2,Email
C00471,O0003577,2025-06-15,10.16,Store
C00176,O0000644,2025-11-27,54.28,Paid social
C00029,O0004255,2026-06-28,100.94,Organic
C00340,O0003729,2025-08-02,35.59,Paid social
C00287,O0003038,2025-07-07,23.44,Organic
C00112,O0000798,2025-12-08,93.86,Email
C00499,O0000021,2026-05-10,547.32,Paid social
C00191,O0001406,2026-01-14,68.55,Store
C00025,O0002053,2025-06-16,43.61,Email
C00286,O0002252,2025-09-18,95.52,Email
C00128,O0001722,2025-06-14,152.67,Email
C00432,O0000528,2024-08-13,26.77,Organic
C00512,O0001900,2025-07-01,654.0,Email
C00156,O0002855,2025-11-16,70.9,Email
C00137,O0001916,2025-09-04,80.41,Email
C00104,O0000502,2026-02-05,63.17,Email
C00170,O0002527,2026-01-02,52.49,Email
C00173,O0001954,2025-06-27,22.05,Store
C00173,O0001970,2026-04-04,28.56,Store
C00084,O0000508,2025-07-10,83.55,Email
C00048,O0004121,2026-01-30,51.55,Email
C00572,O0002617,2026-05-12,276.32,Store
C00170,O0002526,2025-11-28,88.54,Email
C00006,O0001024,2025-12-11,31.11,Organic
C00075,O0002227,2025-06-17,106.79,Paid social
C00284,O0001846,2025-05-17,144.15,Paid social
C00070,O0003801,2025-07-06,125.01,Store
C00140,O0003937,2025-10-14,158.5,Email
C00208,O0000669,2026-01-11,56.62,Paid social
C00157,O0001869,2026-05-01,50.14,Email
C00313,O0000064,2025-10-10,38.02,Organic
C00254,O0001066,2025-12-09,59.6,Email
C00094,O0003285,2025-11-06,79.15,Organic
C00022,O0000411,2025-07-23,33.22,Store
C00031,O0001006,2026-05-22,85.79,Email
C00448,O0003193,2025-07-25,71.0,Email
C00242,O0003228,2026-03-04,68.82,Organic
C00038,O0000984,2025-10-10,139.89,Organic
C00233,O0003100,2026-03-25,79.87,Paid social
C00108,O0001989,2026-04-10,16.47,Organic
C00162,O0003923,2026-04-08,37.74,Store
C00045,O0000128,2025-07-16,92.01,Store
C00048,O0004116,2025-09-06,112.71,Email
C00007,O0001473,2025-10-21,64.73,Email
C00171,O0002202,2025-10-23,137.49,Paid social
C00080,O0003960,2025-12-06,50.35,Email
C00176,O0000631,2025-07-05,45.33,Paid social
C00089,O0002345,2025-10-23,63.76,Email
C00476,O0000103,2025-04-02,30.85,Email
C00114,O0001176,2026-01-12,64.26,Email
C00058,O0000571,2026-02-14,73.8,Email
C00055,O0000962,2025-11-18,54.6,Paid social
C00271,O0003796,2026-05-22,44.88,Paid social
C00054,O0002453,2026-03-13,66.31,Email
C00120,O0001090,2025-12-17,71.2,Email
C00078,O0004264,2025-08-03,32.42,Email
C00046,O0003198,2025-07-27,65.58,Paid social
C00043,O0001667,2026-06-23,48.31,Email
C00011,O0001943,2026-02-14,65.9,Email
C00563,O0000122,2025-10-26,188.24,Organic
C00022,O0000410,2025-07-13,73.91,Store
C00059,O0003978,2025-10-22,87.37,Organic
C00180,O0003162,2025-06-11,81.14,Store
C00194,O0002091,2026-06-09,136.83,Paid social
C00530,O0001152,2025-05-31,566.71,Paid social
C00070,O0003811,2026-01-23,78.27,Store
C00127,O0001494,2025-09-18,48.95,Paid social
C00157,O0001859,2025-08-20,62.72,Email
C00067,O0003904,2026-02-15,58.5,Paid social
C00173,O0001969,2026-04-02,11.79,Store
C00177,O0002822,2025-07-02,61.39,Organic
C00013,O0001705,2025-08-18,81.77,Organic
C00012,O0001567,2026-04-01,85.01,Organic
C00384,O0003595,2025-01-22,29.95,Paid social
C00123,O0002077,2025-11-15,67.87,Email
C00033,O0003613,2025-08-05,53.01,Store
C00089,O0002346,2025-11-25,52.78,Email
C00590,O0000486,2026-05-26,443.55,Paid social
C00039,O0003700,2025-08-08,111.5,Paid social
C00062,O0000331,2026-02-26,53.22,Email
C00177,O0002828,2026-02-15,121.05,Organic
C00146,O0001390,2026-04-13,51.86,Email
C00143,O0002743,2025-10-19,55.56,Organic
C00027,O0002563,2025-08-10,109.54,Email
C00306,O0000094,2026-04-26,49.29,Email
C00522,O0002715,2026-03-22,385.84,Store
C00518,O0002047,2025-05-27,319.78,Store
C00096,O0003715,2025-12-22,64.3,Paid social
C00146,O0001381,2025-10-05,45.01,Email
C00100,O0001622,2026-03-25,65.95,Store
C00192,O0001802,2025-11-30,36.44,Paid social
C00121,O0003025,2026-04-18,35.21,Organic
C00119,O0003128,2026-02-25,48.48,Email
C00402,O0003758,2026-01-31,19.4,Email
C00057,O0000946,2026-02-15,80.92,Organic
C00136,O0004203,2025-06-20,17.67,Organic
C00145,O0000047,2026-03-23,42.84,Store
C00276,O0002133,2025-06-15,46.11,Store
C00453,O0001974,2025-06-04,8.1,Paid social
C00300,O0002280,2025-05-31,65.12,Email
C00584,O0001290,2026-03-11,1098.79,Email
C00070,O0003800,2025-06-30,129.15,Store
C00243,O0000180,2025-07-15,86.86,Unknown
C00004,O0001121,2026-01-15,87.26,Email
C00007,O0001481,2026-02-28,49.14,Email
C00036,O0001835,2025-12-13,96.69,Organic
C00280,O0000396,2026-04-05,38.1,Organic
C00302,O0002838,2025-07-21,34.07,Email
C00568,O0001574,2025-06-29,549.02,Unknown
C00536,O0002414,2025-04-20,904.27,Store
C00021,O0003485,2025-10-16,118.21,Store
C00291,O0001355,2025-07-06,58.06,Paid social
C00439,O0004237,2025-02-20,70.04,Email
C00106,O0002187,2025-12-01,52.14,Store
C00026,O0004173,2025-07-12,64.45,Email
C00302,O0002836,2025-07-06,62.34,Email
C00302,O0002837,2025-07-07,61.7,Email
C00186,O0002879,2026-03-17,85.01,Store
C00003,O0000694,2025-09-24,76.19,Email
C00162,O0003912,2025-08-30,32.11,Store
C00069,O0003093,2026-06-28,110.01,Email
C00023,O0003690,2026-01-03,37.7,Email
C00585,O0003523,2025-08-15,239.38,Organic
C00056,O0000900,2026-05-03,78.68,Email
C00162,O0003909,2025-06-06,61.57,Store
C00078,O0004283,2026-06-20,25.54,Email
C00071,O0003457,2025-08-26,118.36,Email
C00276,O0002137,2026-06-09,70.68,Store
C00035,O0002687,2026-06-24,90.74,Organic
C00164,O0002604,2025-11-14,90.52,Email
C00240,O0001517,2025-10-01,40.89,Paid social
C00028,O0004230,2025-12-26,53.96,Email
C00509,O0003681,2025-11-23,203.01,Email
C00254,O0001060,2025-07-30,53.89,Email
C00036,O0001829,2025-08-01,51.31,Organic
C00120,O0001091,2025-12-31,62.21,Email
C00047,O0002427,2025-11-12,74.22,Organic
C00175,O0002800,2025-08-20,59.91,Email
C00112,O0000799,2026-03-04,101.86,Email
C00124,O0003298,2025-09-27,62.75,Organic
C00349,O0000979,2026-05-15,89.38,Organic
C00131,O0000289,2026-03-18,167.64,Email
C00109,O0003603,2025-11-05,57.57,Email
C00287,O0003045,2026-06-08,27.68,Organic
C00061,O0002170,2026-02-14,28.87,Organic
C00157,O0001867,2026-04-01,60.25,Email
C00132,O0001891,2026-03-21,44.12,Paid social
C00470,O0003497,2025-02-27,40.21,Organic
C00114,O0001168,2025-07-09,93.62,Email
C00456,O0002631,2025-11-15,62.3,Organic
C00364,O0001281,2025-07-28,62.51,Organic
C00175,O0002799,2025-08-01,33.63,Email
C00072,O0000545,2025-08-14,60.49,Store
C00026,O0004188,2026-05-19,41.39,Email
C00286,O0002253,2026-01-13,71.85,Email
C00021,O0003496,2026-06-18,72.08,Store
C00043,O0001666,2026-05-16,68.67,Email
C00070,O0003804,2025-09-26,60.51,Store
C00268,O0003106,2026-05-09,36.92,Store
C00016,O0001255,2025-11-02,87.67,Email
C00175,O0002811,2026-02-03,39.62,Email
C00057,O0000947,2026-02-23,55.83,Organic
C00498,O0002279,2026-05-13,171.32,Email
C00142,O0000119,2026-05-25,42.59,Email
C00171,O0002205,2026-01-16,105.35,Paid social
C00109,O0003606,2026-01-11,34.21,Email
C00106,O0002181,2025-08-10,59.44,Store
C00165,O0000715,2025-08-06,70.18,Organic
C00269,O0000846,2025-12-27,65.28,Paid social
C00170,O0002535,2026-04-13,67.01,Email
C00186,O0002880,2026-04-04,75.52,Store
C00076,O0003947,2025-10-21,117.14,Organic
C00559,O0001855,2025-07-21,822.18,Store
C00115,O0000024,2025-07-11,48.01,Organic
C00155,O0000192,2025-12-11,84.24,Paid social
C00027,O0002561,2025-06-26,79.46,Email
C00100,O0001625,2026-05-16,44.39,Store
C00012,O0001562,2025-09-09,61.57,Organic
C00126,O0002267,2025-12-08,52.01,Email
C00487,O0001817,2025-06-18,423.01,Store
C00112,O0000804,2026-06-22,108.94,Email
C00303,O0002290,2025-09-18,24.25,Paid social
C00305,O0000854,2025-11-09,71.34,Paid social
C00551,O0002420,2026-04-17,309.01,Paid social
C00004,O0001114,2025-08-31,85.56,Email
C00184,O0001044,2025-10-08,49.26,Organic
C00273,O0003580,2025-05-31,62.17,Store
C00090,O0003553,2026-02-04,52.58,Store
C00021,O0003487,2025-12-25,80.26,Store
C00118,O0003424,2025-07-27,26.2,Email
C00141,O0002462,2025-12-02,106.07,Email
C00170,O0002536,2026-05-05,50.07,Email
C00266,O0001337,2025-06-28,80.47,Paid social
C00201,O0001459,2025-11-17,20.81,Organic
C00599,O0000459,2025-12-12,514.54,Paid social
C00171,O0002199,2025-08-10,63.62,Paid social
C00017,O0000382,2026-03-10,67.66,Email
C00010,O0002935,2025-06-25,30.4,Organic
C00269,O0000847,2026-01-31,94.1,Paid social
C00189,O0003839,2025-11-27,114.9,Organic
C00120,O0001083,2025-09-02,71.59,Email
C00439,O0004238,2025-12-28,113.92,Email
C00499,O0000019,2025-07-10,774.94,Paid social
C00308,O0003858,2025-07-05,43.9,Store
C00253,O0003866,2025-10-21,76.22,Paid social
C00239,O0003046,2025-05-14,20.69,Paid social
C00202,O0004141,2025-12-21,93.21,Organic
C00116,O0000226,2026-03-29,55.16,Email
C00136,O0004209,2026-02-08,17.59,Organic
C00095,O0002021,2026-01-07,81.49,Email
C00108,O0001981,2025-08-30,26.59,Organic
C00079,O0000739,2025-11-13,79.11,Organic
C00477,O0001467,2025-09-26,33.0,Email
C00207,O0000427,2025-05-09,58.41,Email
C00232,O0003382,2025-11-10,163.44,Organic
C00025,O0002066,2026-04-11,79.33,Email
C00050,O0004049,2025-07-28,95.56,Email
C00095,O0002014,2025-07-31,101.0,Email
C00187,O0000446,2025-09-03,44.0,Paid social
C00177,O0002821,2025-06-17,89.47,Organic
C00318,O0001049,2025-10-11,81.76,Email
C00296,O0002752,2025-07-26,64.72,Paid social
C00561,O0000664,2025-07-13,426.5,Email
C00123,O0002083,2026-03-26,62.26,Email
C00010,O0002946,2026-04-20,74.26,Organic
C00084,O0000509,2025-07-12,41.83,Email
C00130,O0003146,2026-06-26,41.43,Store
C00125,O0003631,2025-06-16,68.22,Organic
C00324,O0001608,2026-03-26,245.02,Paid social
C00127,O0001505,2026-04-09,73.08,Paid social
C00586,O0002663,2026-04-27,326.42,Store
C00244,O0003056,2025-11-14,67.75,Paid social
C00097,O0001220,2025-10-29,81.8,Organic
C00035,O0002673,2025-09-10,123.73,Organic
C00069,O0003084,2025-11-22,86.91,Email
C00207,O0000434,2026-05-08,62.56,Email
C00106,O0002179,2025-06-27,98.68,Store
C00576,O0003787,2026-02-22,437.96,Email
C00174,O0000376,2026-03-21,66.24,Email
C00006,O0001026,2025-12-27,42.52,Organic
C00209,O0000276,2026-02-07,82.18,Paid social
C00597,O0003109,2025-10-28,498.53,Organic
C00054,O0002451,2025-12-28,40.46,Email
C00110,O0001158,2025-08-20,78.86,Organic
C00092,O0001311,2026-05-01,37.63,Email
C00391,O0004285,2025-12-07,11.73,Organic
C00167,O0002966,2025-08-14,43.69,Store
C00313,O0000066,2026-04-28,48.49,Organic
C00133,O0001804,2025-06-30,85.35,Email
C00297,O0004093,2025-08-18,6.77,Email
C00098,O0003542,2026-06-09,85.67,Email
C00491,O0001824,2025-10-04,487.35,Organic
C00494,O0002653,2026-05-08,1061.41,Unknown
C00132,O0001888,2026-02-27,30.72,Paid social
C00070,O0003806,2025-10-24,137.85,Store
C00385,O0001204,2025-05-05,42.12,Paid social
C00187,O0000447,2025-09-21,29.78,Paid social
C00110,O0001155,2025-07-15,57.56,Organic
C00064,O0003513,2025-10-13,64.98,Email
C00139,O0001554,2026-05-17,60.68,Store
C00086,O0003741,2026-03-22,83.42,Organic
C00187,O0000445,2025-07-29,57.16,Paid social
C00092,O0001298,2025-08-26,44.56,Email
C00210,O0003500,2025-09-12,116.08,Organic
C00092,O0001300,2025-09-13,33.39,Email
C00312,O0004023,2025-12-31,38.48,Paid social
C00089,O0002350,2026-02-08,51.58,Email
C00098,O0003529,2025-09-13,66.43,Email
C00317,O0003452,2025-09-16,135.01,Organic
C00166,O0001375,2026-03-07,114.53,Email
C00320,O0003478,2026-02-24,27.72,Paid social
C00162,O0003918,2026-01-25,100.87,Store
C00295,O0004191,2025-09-02,44.37,Email
C00172,O0003575,2026-05-20,60.3,Store
C00098,O0003541,2026-05-21,48.26,Email
C00154,O0003258,2025-11-30,117.33,Organic
C00138,O0002404,2025-09-30,64.13,Organic
C00163,O0002335,2026-05-29,116.45,Store
C00152,O0001246,2026-03-14,193.91,Organic
C00052,O0003403,2025-06-20,50.86,Store
C00149,O0000882,2026-01-17,99.65,Store
C00137,O0001920,2025-12-21,47.93,Email
C00113,O0003846,2025-11-28,49.33,Store
C00521,O0000359,2026-01-27,315.34,Organic
C00043,O0001663,2026-02-01,80.12,Email
C00092,O0001314,2026-06-30,22.1,Email
C00089,O0002354,2026-05-09,51.09,Email
C00223,O0002844,2025-08-21,118.47,Paid social
C00272,O0002765,2026-05-21,20.76,Store
C00284,O0001849,2025-08-12,108.47,Paid social
C00060,O0003357,2026-06-19,43.14,Store
C00058,O0000573,2026-03-16,58.87,Email
C00297,O0004096,2025-12-24,10.32,Email
C00005,O0002486,2026-04-16,70.99,Organic
C00595,O0000493,2025-08-09,1309.86,Paid social
C00423,O0003235,2025-06-23,20.7,Organic
C00367,O0000561,2025-11-10,35.5,Paid social
C00305,O0000849,2025-06-13,51.83,Paid social
C00286,O0002256,2026-05-16,104.63,Email
C00571,O0002049,2025-07-16,309.12,Organic
C00047,O0002421,2025-05-20,105.26,Organic
C00171,O0002197,2025-06-20,62.78,Paid social
C00003,O0000702,2026-03-16,38.57,Email
C00162,O0003917,2026-01-24,60.0,Store
C00120,O0001097,2026-05-27,46.14,Email
C00357,O0000627,2025-11-19,143.69,Email
C00161,O0000264,2025-12-25,114.31,Organic
C00079,O0000742,2026-02-05,31.01,Organic
C00440,O0001491,2025-06-12,46.63,Organic
C00082,O0002153,2025-12-22,156.65,Email
C00173,O0001959,2025-11-25,36.05,Store
C00556,O0002627,2025-09-02,446.12,Paid social
C00138,O0002399,2025-05-24,27.54,Organic
C00045,O0000125,2025-06-14,104.47,Store
C00440,O0001492,2025-10-03,74.51,Organic
C00327,O0002495,2025-07-31,352.38,Paid social
C00011,O0001948,2026-04-23,73.48,Email
C00076,O0003953,2026-04-02,69.08,Organic
C00280,O0000392,2025-08-30,64.28,Organic
C00254,O0001065,2025-12-06,46.45,Email
C00176,O0000647,2026-03-17,26.19,Paid social
C00105,O0002931,2026-03-13,69.98,Store
C00179,O0002581,2025-11-29,100.83,Organic
C00102,O0001077,2026-02-20,102.08,Email
C00473,O0001364,2026-01-30,50.39,Email
C00101,O0001740,2026-01-03,107.7,Email
C00115,O0000030,2026-02-09,70.68,Organic
C00449,O0003378,2025-06-17,65.3,Email
C00085,O0000254,2026-04-14,33.51,Email
C00221,O0000732,2026-04-13,73.77,Organic
C00431,O0003010,2025-06-23,19.8,Paid social
C00138,O0002402,2025-08-13,30.32,Organic
C00303,O0002293,2025-12-03,29.61,Paid social
C00140,O0003933,2025-07-12,80.59,Email
C00134,O0001631,2025-10-29,93.59,Email
C00013,O0001710,2026-01-30,50.4,Organic
C00117,O0004133,2026-02-24,82.41,Organic
C00275,O0000162,2026-05-04,195.42,Email
C00053,O0002372,2026-05-06,141.05,Organic
C00114,O0001172,2025-10-24,80.45,Email
C00001,O0002787,2026-06-19,109.26,Email
C00084,O0000512,2025-09-15,50.89,Email
C00077,O0000685,2026-02-20,81.45,Store
C00032,O0001769,2025-09-28,26.71,Paid social
C00006,O0001015,2025-08-06,45.47,Organic
C00082,O0002154,2026-06-05,115.82,Email
C00446,O0001827,2026-03-11,309.88,Organic
C00230,O0003761,2025-07-19,28.44,Email
C00548,O0000481,2025-05-20,316.35,Paid social
C00122,O0000016,2026-05-17,87.72,Email
C00264,O0001143,2025-09-09,45.26,Organic
C00064,O0003516,2025-12-26,72.67,Email
C00151,O0002724,2025-10-13,123.51,Email
C00001,O0002779,2025-12-15,50.97,Email
C00091,O0002114,2025-07-17,74.2,Email
C00079,O0000747,2026-05-01,36.23,Organic
C00282,O0003114,2025-08-06,45.95,Organic
C00202,O0004140,2025-12-08,91.37,Organic
C00263,O0000068,2025-08-02,93.15,Paid social
C00022,O0000413,2025-10-04,59.56,Store
C00125,O0003633,2025-07-28,53.83,Organic
C00102,O0001075,2026-02-11,112.3,Email
C00035,O0002675,2025-11-14,112.67,Organic
C00126,O0002259,2025-06-20,81.44,Email
C00188,O0003269,2025-08-09,44.84,Organic
C00156,O0002863,2026-06-30,72.7,Email
C00069,O0003083,2025-11-19,70.87,Email
C00025,O0002055,2025-07-09,85.39,Email
C00174,O0000368,2025-08-26,46.59,Email
C00577,O0001284,2025-07-16,382.59,Organic
C00159,O0001646,2026-02-05,162.6,Email
C00087,O0000579,2025-07-11,181.88,Email
C00242,O0003226,2025-12-05,59.3,Organic
C00127,O0001502,2026-03-09,62.02,Paid social
C00179,O0002586,2026-03-04,44.11,Organic
C00411,O0002933,2025-09-17,65.36,Paid social
C00073,O0000759,2025-08-07,44.39,Email
C00313,O0000063,2025-09-23,32.83,Organic
C00012,O0001556,2025-06-21,80.26,Organic
C00013,O0001712,2026-02-19,76.76,Organic
C00219,O0000926,2026-06-04,57.93,Paid social
C00319,O0002387,2026-02-12,53.81,Organic
C00123,O0002086,2026-05-09,50.9,Email
C00048,O0004111,2025-07-18,176.32,Email
C00074,O0004006,2025-10-24,92.2,Email
C00223,O0002843,2025-07-16,144.83,Paid social
C00056,O0000891,2025-06-14,60.25,Email
C00042,O0001111,2026-06-20,61.7,Email
C00085,O0000242,2025-09-21,63.57,Email
C00091,O0002128,2026-06-04,72.25,Email
C00119,O0003131,2026-04-22,45.03,Email
C00566,O0000506,2025-05-21,946.04,Organic
C00104,O0000497,2025-08-06,40.57,Email
C00009,O0000557,2026-01-26,120.87,Organic
C00143,O0002742,2025-09-28,37.76,Organic
C00189,O0003841,2026-05-08,37.1,Organic
C00507,O0002958,2025-05-20,348.64,Store
C00387,O0001876,2025-01-26,51.98,Email
C00382,O0000228,2025-09-05,39.58,Paid social
C00209,O0000273,2025-06-13,36.65,Paid social
C00064,O0003517,2026-01-03,73.83,Email
C00011,O0001946,2026-02-27,63.25,Email
C00075,O0002238,2025-12-03,92.88,Paid social
C00047,O0002429,2025-12-18,60.0,Organic
C00150,O0002640,2025-12-21,92.64,Email
C00537,O0002299,2026-05-16,656.13,Organic
C00031,O0001003,2026-04-17,84.12,Email
C00327,O0002494,2025-05-21,107.4,Paid social
C00294,O0000439,2025-11-03,75.76,Paid social
C00559,O0001856,2025-10-21,649.96,Store
C00078,O0004279,2026-02-17,35.92,Email
C00151,O0002734,2026-06-14,88.14,Email
C00103,O0001128,2025-08-07,40.97,Paid social
C00064,O0003520,2026-06-30,130.97,Email
C00102,O0001071,2025-11-24,104.29,Email
C00422,O0000239,2024-10-05,90.82,Email
C00303,O0002292,2025-11-13,48.25,Paid social
C00054,O0002445,2025-08-22,68.27,Email
C00571,O0002052,2026-05-07,267.55,Organic
C00481,O0004218,2025-12-23,347.21,Email
C00062,O0000323,2025-08-01,96.63,Email
C00280,O0000393,2025-11-10,74.22,Organic
C00044,O0003884,2026-01-09,82.88,Email
C00477,O0001463,2024-10-21,28.21,Email
C00124,O0003299,2025-10-29,70.88,Organic
C00050,O0004053,2025-11-23,34.06,Email
C00059,O0003977,2025-09-25,92.09,Organic
C00176,O0000648,2026-03-19,73.97,Paid social
C00462,O0001449,2025-04-29,50.22,Unknown
C00039,O0003704,2025-12-24,108.14,Paid social
